"","ID","GeneID","geneSymbol","chr","strand","exonStart_0base","exonEnd","upstreamES","upstreamEE","downstreamES","downstreamEE","ID.1","IJC_SAMPLE_1","SJC_SAMPLE_1","IJC_SAMPLE_2","SJC_SAMPLE_2","IncFormLen","SkipFormLen","PValue","FDR","IncLevel1","IncLevel2","IncLevelDifference","IJC_total_S1","SJC_total_S1","IJC_total_S2","SJC_total_S2"
"14109",21345,"ENSMUSG00000046897","Zfp740","chr15","+",102205228,102205305,102204570,102205086,102207770,102207920,21345,"6,2,2,6,7","1,0,0,0,0","22,9,40,33,12","2,4,7,5,3",-2,-1,1.99129360334e-07,4.56649885623e-05,"0.75,1.0,1.0,1.0,1.0","0.846,0.529,0.741,0.767,0.667",0.24,23,1,116,21
"14130",21376,"ENSMUSG00000030172","Erc1","chr6","-",119777978,119778071,119773733,119773901,119779476,119779632,21376,"22,25,19,20,29","0,1,1,3,0","7,16,5,2,11","2,0,5,2,2",-2,-1,9.60034673381e-05,0.00600431603024,"1.0,0.926,0.905,0.769,1.0","0.636,1.0,0.333,0.333,0.733",0.313,115,5,41,11
"14131",21377,"ENSMUSG00000030172","Erc1","chr6","-",119777987,119778071,119773733,119773901,119779476,119779632,21377,"45,48,40,29,44","0,1,1,3,0","20,17,16,8,21","2,0,5,2,2",-2,-1,0.000472273227975,0.0214440381894,"1.0,0.96,0.952,0.829,1.0","0.833,1.0,0.615,0.667,0.84",0.157,206,5,82,11
"14185",21469,"ENSMUSG00000020220","Vps13d","chr4","-",145056469,145056566,145054116,145054265,145057412,145057562,21469,"40,13,21,28,16","0,0,0,0,0","68,31,46,32,52","1,0,14,0,0",-2,-1,0.000292742280108,0.0147279595456,"1.0,1.0,1.0,1.0,1.0","0.971,1.0,0.622,1.0,1.0",0.081,118,0,229,15
"14220",21514,"ENSMUSG00000022425","Enpp2","chr15","-",54851347,54851422,54849990,54850127,54860042,54860094,21514,"10,3,4,3,2","6,6,5,2,1","16,6,11,12,12","40,41,69,56,30",-2,-1,0.00121007515125,0.0447432184997,"0.455,0.2,0.286,0.429,0.5","0.167,0.068,0.074,0.097,0.167",0.259,22,20,57,236
"14271",21610,"ENSMUSG00000025816","Sec61a2","chr2","-",5876359,5876561,5874226,5874418,5876840,5877024,21610,"9,10,4,10,6","0,0,0,0,1","32,26,34,30,28","1,4,5,4,1",-2,-1,8.0431374937e-06,0.000890748051314,"1.0,1.0,1.0,1.0,0.75","0.941,0.765,0.773,0.789,0.933",0.11,39,1,150,15
"14272",21611,"ENSMUSG00000025816","Sec61a2","chr2","-",5876363,5876561,5874226,5874418,5876840,5877001,21611,"18,19,7,24,16","0,0,0,0,1","68,53,62,56,43","1,4,5,4,1",-2,-1,7.42532070207e-05,0.0049727745103,"1.0,1.0,1.0,1.0,0.889","0.971,0.869,0.861,0.875,0.956",0.071,84,1,282,15
"14293",21639,"ENSMUSG00000033149","Phldb2","chr16","-",45788988,45789117,45781301,45781457,45801491,45801571,21639,"2,8,1,7,7","0,0,0,0,0","17,7,22,26,13","2,0,1,6,2",-2,-1,9.58003037332e-06,0.00103078402638,"1.0,1.0,1.0,1.0,1.0","0.81,1.0,0.917,0.684,0.765",0.165,25,0,85,11
"14366",21733,"ENSMUSG00000034252","Senp6","chr9","+",80098885,80098906,80093536,80093641,80103693,80103764,21733,"18,33,30,28,39","1,0,2,3,0","44,39,44,43,20","5,17,11,16,5",-2,-1,5.92168325486e-09,2.53660330066e-06,"0.9,1.0,0.882,0.824,1.0","0.815,0.534,0.667,0.573,0.667",0.27,148,6,190,54
"14445",21841,"ENSMUSG00000037341","Slc9a7","chrX","-",20138912,20138972,20131770,20131834,20158814,20158968,21841,"6,7,3,3,5","1,0,0,0,1","9,12,19,22,11","1,2,5,0,1",-2,-1,0.000821203991669,0.0331150874296,"0.75,1.0,1.0,1.0,0.714","0.818,0.75,0.655,1.0,0.846",0.079,24,2,73,9
"14506",21931,"ENSMUSG00000041164","Zmiz2","chr11","+",6398261,6398339,6397506,6397686,6398555,6398724,21931,"9,19,19,15,11","1,0,0,1,0","45,32,68,59,39","9,6,9,7,2",-2,-1,1.68757505303e-07,4.07585281159e-05,"0.818,1.0,1.0,0.882,1.0","0.714,0.727,0.791,0.808,0.907",0.151,73,2,243,33
"14572",22040,"ENSMUSG00000034164","Emid1","chr11","-",5110689,5110774,5106264,5106969,5116879,5116924,22040,"13,9,31,17,24","0,0,1,2,2","16,12,22,12,15","7,1,4,2,0",-2,-1,0.000563998741754,0.0245767052477,"1.0,1.0,0.939,0.81,0.857","0.533,0.857,0.733,0.75,1.0",0.147,94,5,77,14
"14605",22082,"ENSMUSG00000034557","Zfyve9","chr4","-",108693319,108693496,108691621,108691791,108695768,108695868,22082,"8,14,8,16,7","0,0,1,0,0","58,40,82,65,71","1,8,5,4,0",-2,-1,1.75143351788e-05,0.00169926475027,"1.0,1.0,0.8,1.0,1.0","0.967,0.714,0.891,0.89,1.0",0.068,53,1,316,18
"14613",22093,"ENSMUSG00000031808","Slc27a1","chr8","+",71570195,71570312,71568905,71569023,71570720,71570826,22093,"2,7,4,6,4","1,5,2,1,1","6,13,11,19,9","14,37,23,20,18",-2,-1,0.00111481482293,0.042182734875,"0.5,0.412,0.5,0.75,0.667","0.176,0.149,0.193,0.322,0.2",0.358,23,10,58,112
"14615",22095,"ENSMUSG00000031808","Slc27a1","chr8","+",71570195,71570312,71569341,71569448,71570720,71570826,22095,"2,8,4,6,4","0,1,0,0,4","9,11,13,18,9","11,15,12,18,8",-2,-1,2.19108112522e-05,0.00200581108008,"1.0,0.8,1.0,1.0,0.333","0.29,0.268,0.351,0.333,0.36",0.506,24,5,60,64
"14617",22097,"ENSMUSG00000031808","Slc27a1","chr8","+",71570720,71570888,71568881,71569023,71579403,71579478,22097,"20,36,18,21,14","0,0,2,0,2","162,171,280,151,105","8,17,22,11,14",-2,-1,5.5414653141e-05,0.00398126224766,"1.0,1.0,0.818,1.0,0.778","0.91,0.834,0.864,0.873,0.789",0.065,109,4,869,72
"14875",22483,"ENSMUSG00000038244","Mical2","chr7","+",112345245,112345353,112331895,112332039,112346721,112346908,22483,"20,33,28,14,20","3,2,1,1,2","30,27,28,13,25","5,4,14,11,7",-2,-1,5.37962150736e-05,0.00388960341024,"0.769,0.892,0.933,0.875,0.833","0.75,0.771,0.5,0.371,0.641",0.254,115,9,123,41
"15148",22918,"ENSMUSG00000012114","Med15","chr16","-",17671544,17671673,17655677,17655805,17673068,17673398,22918,"4,5,6,10,7","0,0,0,0,1","21,12,35,25,23","4,0,7,0,0",-2,-1,0.000342602740317,0.0164742088669,"1.0,1.0,1.0,1.0,0.778","0.724,1.0,0.714,1.0,1.0",0.068,32,1,116,11
"15159",22930,"ENSMUSG00000022200","Golph3","chr15","+",12343272,12343321,12343036,12343151,12349367,12351591,22930,"6,2,3,4,9","26,21,39,37,22","0,2,3,6,0","140,128,180,117,121",-2,-1,1.40461940967e-08,5.14339910609e-06,"0.103,0.045,0.037,0.051,0.17","0.0,0.008,0.008,0.025,0.0",0.073,24,145,11,686
"15173",22948,"ENSMUSG00000039987","Phtf2","chr5","-",20803184,20803350,20801901,20802066,20805654,20805813,22948,"39,31,9,25,20","2,0,0,2,0","245,190,359,211,159","19,16,27,24,16",-2,-1,5.56368622318e-06,0.000654468229662,"0.907,1.0,1.0,0.862,1.0","0.866,0.856,0.869,0.815,0.832",0.106,124,4,1164,102
"15236",23052,"ENSMUSG00000061315","Naca","chr10","+",128039170,128045086,128036488,128036560,128046167,128046253,23052,"582,666,546,636,521","24,34,33,39,30","584,199,427,289,452","47,46,42,51,23",-2,-1,9.89824346576e-06,0.0010550226357,"0.924,0.907,0.892,0.891,0.897","0.861,0.684,0.836,0.739,0.908",0.097,2951,160,1951,209
"15343",23199,"ENSMUSG00000073139","Tmem185a","chrX","-",70465002,70465086,70462844,70463021,70467153,70467203,23199,"13,12,10,10,3","0,0,0,0,0","40,20,41,32,24","3,4,4,6,0",-2,-1,4.7203093434e-08,1.51619748759e-05,"1.0,1.0,1.0,1.0,1.0","0.87,0.714,0.837,0.727,1.0",0.17,48,0,157,17
"15440",23354,"ENSMUSG00000033793","Atp6v1h","chr1","+",5093362,5093452,5089008,5089111,5095614,5095659,23354,"10,12,10,10,18","5,4,6,5,6","28,25,46,31,39","42,34,45,34,41",-2,-1,0.0002630855365,0.0136678053436,"0.5,0.6,0.455,0.5,0.6","0.25,0.269,0.338,0.313,0.322",0.233,60,26,169,196
"15454",23377,"ENSMUSG00000045427","Hnrnph2","chrX","+",134602917,134602962,134602691,134602762,134604854,134606384,23377,"11,13,16,22,15","0,3,0,0,0","68,49,90,67,61","1,6,4,3,7",-2,-1,0.000576123602757,0.0250569619797,"1.0,0.684,1.0,1.0,1.0","0.971,0.803,0.918,0.918,0.813",0.052,77,3,335,21
"15472",23407,"ENSMUSG00000004535","Tax1bp1","chr6","+",52739543,52739729,52737081,52737172,52741950,52742175,23407,"95,97,97,83,84","3,7,3,4,5","214,149,310,223,146","16,13,31,22,15",-2,-1,0.00113820525047,0.0429961294533,"0.941,0.874,0.942,0.912,0.894","0.87,0.851,0.833,0.835,0.83",0.069,456,22,1042,97
"15579",23567,"ENSMUSG00000000131","Xpo6","chr7","-",126149503,126149537,126149233,126149360,126152825,126153279,23567,"14,10,1,9,2","2,0,0,0,0","15,2,19,10,21","4,1,4,7,1",-2,-1,5.62293319906e-07,0.000104637256081,"0.778,1.0,1.0,1.0,1.0","0.652,0.5,0.704,0.417,0.913",0.318,36,2,67,17
"15675",23729,"ENSMUSG00000022789","Dnm1l","chr16","-",16318763,16318841,16318444,16318477,16319451,16319508,23729,"3,1,1,8,1","0,0,1,0,0","18,6,15,23,9","5,9,6,11,1",-2,-1,7.15724643996e-08,2.08321751188e-05,"1.0,1.0,0.333,1.0,1.0","0.643,0.25,0.556,0.511,0.818",0.311,14,1,71,32
"15793",23910,"ENSMUSG00000112041","9530020I12Rik","chr12","-",11194395,11194475,11186347,11186537,11203898,11204038,23910,"42,44,27,56,15","3,1,3,3,2","23,6,17,12,23","2,2,5,3,7",-2,-1,0.00136383965671,0.048915089615,"0.875,0.957,0.818,0.903,0.789","0.852,0.6,0.63,0.667,0.622",0.194,184,12,81,19
"15910",24101,"ENSMUSG00000034312","Iqsec1","chr6","-",90664021,90664071,90659597,90662955,90667899,90668076,24101,"2,9,2,6,13","1,0,4,0,0","23,3,23,34,5","10,3,11,15,3",-2,-1,0.000945207943356,0.0371263943564,"0.5,1.0,0.2,1.0,1.0","0.535,0.333,0.511,0.531,0.455",0.267,32,5,88,42
"15959",24160,"ENSMUSG00000021065","Fut8","chr12","+",77323844,77323937,77277360,77277455,77331895,77332329,24160,"8,7,10,2,12","0,0,1,0,0","62,27,48,36,25","5,3,6,2,0",-2,-1,2.97422194762e-06,0.000397962585737,"1.0,1.0,0.833,1.0,1.0","0.861,0.818,0.8,0.9,1.0",0.091,39,1,198,16
"15972",24184,"ENSMUSG00000030556","Lrrc28","chr7","-",67531614,67531790,67529585,67529745,67545365,67545468,24184,"26,18,23,23,23","1,0,0,0,2","22,39,46,28,35","3,3,8,1,2",-2,-1,9.96074523518e-06,0.00105672336016,"0.929,1.0,1.0,1.0,0.852","0.786,0.867,0.742,0.933,0.897",0.111,113,3,170,17
"16104",24369,"ENSMUSG00000035401","Emsy","chr7","-",98621390,98621540,98619298,98619469,98626465,98626720,24369,"8,7,9,14,4","2,0,0,0,0","64,19,64,39,23","5,5,4,3,2",-2,-1,5.17797324131e-05,0.0037669831781,"0.667,1.0,1.0,1.0,1.0","0.865,0.655,0.889,0.867,0.852",0.108,42,2,209,19
"16205",24512,"ENSMUSG00000039087","Rreb1","chr13","+",37941542,37941704,37929557,37932489,37946856,37947663,24512,"4,1,3,5,7","0,0,2,0,0","28,28,26,29,19","9,3,2,6,2",-2,-1,2.35880713254e-05,0.0021246757921,"1.0,1.0,0.429,1.0,1.0","0.609,0.824,0.867,0.707,0.826",0.119,20,2,130,22
"16344",24734,"ENSMUSG00000002602","Axl","chr7","-",25773098,25773125,25770632,25770765,25773342,25773493,24734,"1,2,4,2,8","0,0,0,0,1","42,26,62,60,29","1,1,10,5,4",-2,-1,4.50811587438e-06,0.000565457208265,"1.0,1.0,1.0,1.0,0.8","0.955,0.929,0.756,0.857,0.784",0.104,17,1,219,21
"16619",25178,"ENSMUSG00000042605","Atxn2","chr5","+",121785758,121785866,121785073,121785412,121786333,121786404,25178,"21,25,19,20,14","0,0,0,0,0","58,34,108,73,49","1,4,3,2,3",-2,-1,0.000412470989957,0.0190719529226,"1.0,1.0,1.0,1.0,1.0","0.967,0.81,0.947,0.948,0.891",0.087,99,0,322,13
"16887",25597,"ENSMUSG00000000823","Zfp512b","chr2","-",181590469,181590612,181589372,181590181,181590859,181590920,25597,"4,2,1,3,3","0,0,0,0,0","14,12,23,19,5","2,2,1,2,3",-2,-1,2.27305026917e-05,0.00205597849645,"1.0,1.0,1.0,1.0,1.0","0.778,0.75,0.92,0.826,0.455",0.254,13,0,73,10
"16914",25635,"ENSMUSG00000021254","Gpatch2l","chr12","+",86281448,86281543,86268975,86269061,86288799,86291784,25635,"1,3,2,9,5","1,0,0,0,0","22,15,30,27,8","4,6,2,5,0",-2,-1,4.28697462573e-06,0.000540706582933,"0.333,1.0,1.0,1.0,1.0","0.733,0.556,0.882,0.73,1.0",0.086,20,1,102,17
"17088",25887,"ENSMUSG00000030022","Adamts9","chr6","-",92823346,92823514,92816469,92816643,92849291,92849468,25887,"6,7,1,5,2","0,0,0,1,0","18,19,20,21,26","1,2,4,0,3",-2,-1,0.000267978363666,0.0137506719964,"1.0,1.0,1.0,0.714,1.0","0.9,0.826,0.714,1.0,0.813",0.092,21,1,104,10
"17256",26154,"ENSMUSG00000039068","Zzz3","chr3","+",152427276,152428832,152422617,152422771,152446798,152446937,26154,"9,2,3,3,2","2,0,0,0,0","14,13,34,21,12","3,4,9,3,0",-2,-1,6.96045755755e-06,0.000790116339645,"0.692,1.0,1.0,1.0,1.0","0.7,0.619,0.654,0.778,1.0",0.188,19,2,94,19
"17263",26161,"ENSMUSG00000074406","Zfp628","chr7","+",4917409,4917516,4915216,4915405,4918775,4922002,26161,"1,8,3,5,4","0,1,0,2,0","15,28,28,19,20","4,5,4,0,1",-2,-1,0.000491281258665,0.0220426055642,"1.0,0.8,1.0,0.556,1.0","0.652,0.737,0.778,1.0,0.909",0.056,21,3,110,14
"17477",26477,"ENSMUSG00000024283","Wac","chr18","+",7910515,7910824,7905931,7906044,7916051,7916284,26477,"23,11,13,11,20","0,1,0,1,1","88,75,131,111,78","9,15,16,10,7",-2,-1,1.99054565442e-06,0.000291557148337,"1.0,0.846,1.0,0.846,0.909","0.83,0.714,0.804,0.847,0.848",0.112,78,3,483,57
"17621",26676,"ENSMUSG00000028066","Pmf1","chr3","-",88399710,88399816,88395904,88396100,88410155,88410265,26676,"35,23,35,43,32","1,2,1,0,1","28,38,45,25,16","2,1,5,5,1",-2,-1,0.0010523272328,0.0403563938619,"0.946,0.852,0.946,1.0,0.941","0.875,0.95,0.818,0.714,0.889",0.088,168,5,152,14
"17647",26719,"ENSMUSG00000029221","Slc30a9","chr5","+",67324676,67324733,67315725,67315845,67326852,67326952,26719,"7,5,5,3,4","1,0,0,1,0","28,28,60,30,17","16,0,0,14,0",-2,-1,0.000121062178783,0.00730977299178,"0.778,1.0,1.0,0.6,1.0","0.467,1.0,1.0,0.517,1.0",0.079,24,2,163,30
"17765",26913,"ENSMUSG00000118332","Fam220a","chr5","+",143551408,143551541,143548705,143549134,143562756,143564525,26913,"19,27,18,20,26","15,14,14,6,11","22,14,22,19,10","69,36,79,42,40",-2,-1,3.48832074337e-13,4.9497091148e-10,"0.388,0.491,0.391,0.625,0.542","0.138,0.163,0.122,0.184,0.111",0.344,110,60,87,266
"17859",27057,"ENSMUSG00000060261","Gtf2i","chr5","-",134272523,134272586,134266542,134266656,134279436,134279514,27057,"7,8,2,9,7","0,0,0,0,0","20,29,30,32,17","0,5,2,3,4",-2,-1,3.82917758057e-07,7.69325828422e-05,"1.0,1.0,1.0,1.0,1.0","1.0,0.744,0.882,0.842,0.68",0.17,33,0,128,14
"17860",27058,"ENSMUSG00000060261","Gtf2i","chr5","-",134274538,134274595,134266542,134266656,134279436,134279514,27058,"16,19,15,23,7","0,0,0,0,0","104,65,113,70,74","0,5,2,3,4",-2,-1,0.000769136447888,0.0314059438424,"1.0,1.0,1.0,1.0,1.0","1.0,0.867,0.966,0.921,0.902",0.069,80,0,426,14
"17998",27258,"ENSMUSG00000047746","Fbxo40","chr16","-",36978748,36978778,36968826,36970743,36990103,36990467,27258,"2,3,4,8,4","0,0,0,0,0","73,81,91,72,51","1,6,8,2,0",-2,-1,3.29870151483e-05,0.00273322702523,"1.0,1.0,1.0,1.0,1.0","0.973,0.871,0.85,0.947,1.0",0.072,21,0,368,17
"18020",27288,"ENSMUSG00000028107","Tars2","chr3","-",95750866,95750984,95750700,95750765,95753006,95753130,27288,"18,12,13,15,14","0,3,0,0,0","34,37,35,38,21","5,0,8,2,3",-2,-1,6.55498182405e-05,0.00455100160096,"1.0,0.667,1.0,1.0,1.0","0.773,1.0,0.686,0.905,0.778",0.105,72,3,165,18
"18021",27290,"ENSMUSG00000028107","Tars2","chr3","-",95751505,95751630,95750700,95750765,95753006,95753130,27290,"14,16,8,16,5","0,3,0,0,0","37,18,37,39,27","5,0,8,2,3",-2,-1,6.8587474979e-05,0.00469416870938,"1.0,0.727,1.0,1.0,1.0","0.787,1.0,0.698,0.907,0.818",0.103,59,3,158,18
"18167",27546,"ENSMUSG00000031822","Gse1","chr8","+",120574170,120574278,120572635,120572906,120574933,120575305,27546,"4,9,5,4,4","0,1,0,0,0","20,15,17,14,27","10,5,7,8,8",-2,-1,5.00116059676e-10,2.91131664175e-07,"1.0,0.818,1.0,1.0,1.0","0.5,0.6,0.548,0.467,0.628",0.415,26,1,93,38
"18200",27601,"ENSMUSG00000036817","Sun1","chr5","+",139229752,139229944,139226705,139226885,139230772,139230838,27601,"7,8,7,11,6","1,1,0,0,0","34,19,45,48,29","5,9,13,14,13",-2,-1,1.24194882156e-08,4.62228919605e-06,"0.778,0.8,1.0,1.0,1.0","0.773,0.514,0.634,0.632,0.527",0.3,39,2,175,54
"18201",27602,"ENSMUSG00000036817","Sun1","chr5","+",139229752,139229944,139226705,139226885,139233470,139233569,27602,"2,7,4,3,1","0,0,1,1,0","13,16,19,30,12","12,3,13,14,2",-2,-1,4.63208668533e-07,8.83716504345e-05,"1.0,1.0,0.667,0.6,1.0","0.351,0.727,0.422,0.517,0.75",0.3,17,2,90,44
"18205",27607,"ENSMUSG00000036817","Sun1","chr5","+",139231126,139231237,139226705,139226885,139233470,139233569,27607,"4,3,2,9,5","0,0,1,1,0","21,13,40,11,22","12,3,13,14,2",-2,-1,3.52364403988e-07,7.14261523548e-05,"1.0,1.0,0.5,0.818,1.0","0.467,0.684,0.606,0.282,0.846",0.287,23,2,107,44
"18643",28342,"ENSMUSG00000025911","Adhfe1","chr1","+",9551716,9551757,9549906,9549944,9552922,9552976,28342,"5,6,3,1,5","1,1,1,0,0","11,9,12,17,17","1,4,6,0,9",-2,-1,9.02134124983e-05,0.00571384311782,"0.714,0.75,0.6,1.0,1.0","0.846,0.529,0.5,1.0,0.486",0.141,20,3,66,20
"18682",28400,"ENSMUSG00000037608","Bclaf1","chr10","+",20332395,20332557,20332085,20332261,20333391,20333572,28400,"11,17,6,19,10","50,34,45,47,52","4,4,10,2,2","54,53,65,41,43",-2,-1,2.16015075294e-06,0.000312368806013,"0.099,0.2,0.063,0.168,0.088","0.036,0.036,0.071,0.024,0.023",0.086,63,228,22,256
"18830",28611,"ENSMUSG00000069135","Fgfr1op","chr17","+",8175518,8175578,8172927,8173008,8182227,8182454,28611,"4,3,4,7,1","0,2,1,0,0","23,34,24,23,11","5,3,1,7,7",-2,-1,0.000312450480273,0.0153540330165,"1.0,0.429,0.667,1.0,1.0","0.697,0.85,0.923,0.622,0.44",0.113,19,3,115,23
"18839",28625,"ENSMUSG00000026393","Nek7","chr1","-",138502570,138502665,138482874,138487110,138515624,138515732,28625,"16,5,7,14,5","0,0,0,0,0","62,54,85,66,41","1,1,5,3,2",-2,-1,0.000950962429469,0.0372879102526,"1.0,1.0,1.0,1.0,1.0","0.969,0.964,0.895,0.917,0.911",0.069,47,0,308,12
"18843",28634,"ENSMUSG00000020694","Tlk2","chr11","+",105209793,105209837,105208851,105208921,105221185,105221353,28634,"7,2,3,11,5","0,0,0,0,2","41,36,27,29,25","4,1,4,8,2",-2,-1,3.21817913422e-05,0.0026930575852,"1.0,1.0,1.0,1.0,0.556","0.837,0.947,0.771,0.644,0.862",0.099,28,2,158,19
"18846",28637,"ENSMUSG00000020694","Tlk2","chr11","+",105241568,105241661,105221185,105221353,105246773,105246884,28637,"8,10,11,10,10","0,1,0,0,0","56,31,51,48,34","5,1,7,1,4",-2,-1,2.50953909042e-06,0.000349534147054,"1.0,0.833,1.0,1.0,1.0","0.848,0.939,0.785,0.96,0.81",0.098,49,1,220,18
"18959",28789,"ENSMUSG00000031864","Ints10","chr8","+",68825051,68825129,68822156,68822250,68827276,68827501,28789,"2,9,13,4,7","16,18,19,18,13","3,1,1,0,5","11,6,26,13,11",-2,-1,0.00118821847028,0.0440786338738,"0.059,0.2,0.255,0.1,0.212","0.12,0.077,0.019,0.0,0.185",0.085,35,84,10,67
"19041",28932,"ENSMUSG00000016386","Mpped2","chr2","+",106699287,106699535,106693268,106693821,106744699,106744772,28932,"11,5,6,7,7","0,0,1,0,0","29,19,28,32,11","6,1,2,4,0",-2,-1,6.70010036341e-07,0.00011791657252,"1.0,1.0,0.75,1.0,1.0","0.707,0.905,0.875,0.8,1.0",0.093,36,1,119,13
"19073",28980,"ENSMUSG00000028207","Asph","chr4","-",9624359,9624401,9610842,9610938,9635900,9635969,28980,"184,182,176,179,189","0,4,2,4,2","243,187,241,200,123","13,11,18,10,5",-2,-1,1.54353375637e-08,5.47544482357e-06,"1.0,0.958,0.978,0.957,0.979","0.903,0.895,0.87,0.909,0.925",0.074,910,12,994,57
"19294",29300,"ENSMUSG00000024049","Myom1","chr17","+",71082202,71082496,71080773,71080895,71084237,71084434,29300,"84,151,104,127,74","40,10,28,7,8","619,384,710,302,483","340,109,191,250,210",-2,-1,0.000149909908377,0.0088630329424,"0.512,0.883,0.65,0.901,0.822","0.477,0.638,0.65,0.377,0.535",0.218,540,93,2498,1100
"19364",29415,"ENSMUSG00000028150","Rorc","chr3","+",94391644,94391755,94391379,94391487,94393030,94393140,29415,"76,84,80,72,62","0,1,0,0,2","165,104,152,149,113","5,5,3,6,7",-2,-1,1.15695087102e-05,0.00118316466778,"1.0,0.977,1.0,1.0,0.939","0.943,0.912,0.962,0.925,0.89",0.057,374,3,683,26
"19464",29566,"ENSMUSG00000036810","Cnep1r1","chr8","+",88125081,88125155,88119779,88119851,88133787,88134480,29566,"3,1,3,6,2","0,0,1,1,0","2,14,20,13,9","1,4,9,0,4",-2,-1,4.57510565854e-06,0.000570706723988,"1.0,1.0,0.6,0.75,1.0","0.5,0.636,0.526,1.0,0.529",0.232,15,2,58,18
"19496",29612,"ENSMUSG00000030016","Zfp638","chr6","+",83981683,83981785,83976201,83976350,83983975,83984074,29612,"7,11,15,11,19","1,1,2,0,0","14,3,6,10,4","4,2,5,8,0",-2,-1,1.89578691689e-06,0.000281804147701,"0.778,0.846,0.789,1.0,1.0","0.636,0.429,0.375,0.385,1.0",0.318,63,4,37,19
"19549",29686,"ENSMUSG00000014444","Piezo1","chr8","-",122489554,122489616,122489098,122489199,122490062,122490163,29686,"2,2,4,6,4","0,0,0,0,0","26,14,32,24,24","0,2,0,3,5",-2,-1,0.000527876566796,0.0234987876392,"1.0,1.0,1.0,1.0,1.0","1.0,0.778,1.0,0.8,0.706",0.143,18,0,120,10
"19550",29687,"ENSMUSG00000014444","Piezo1","chr8","-",122489554,122489626,122489098,122489199,122490062,122490163,29687,"2,3,4,6,5","0,0,0,0,0","38,18,38,29,26","0,2,0,3,5",-2,-1,0.00134561992106,0.0484914429648,"1.0,1.0,1.0,1.0,1.0","1.0,0.818,1.0,0.829,0.722",0.126,20,0,149,10
"19687",29906,"ENSMUSG00000010122","Slc47a1","chr11","-",61366528,61366894,61363393,61363491,61367672,61367717,29906,"5,6,3,1,3","0,0,0,0,0","16,12,22,11,12","0,2,6,2,0",-2,-1,9.41060429457e-05,0.0059182534432,"1.0,1.0,1.0,1.0,1.0","1.0,0.75,0.647,0.733,1.0",0.174,18,0,73,10
"19728",29956,"ENSMUSG00000028180","Zranb2","chr3","+",157546074,157546149,157544963,157545122,157546674,157548376,29956,"11,10,4,4,8","45,31,31,51,36","2,3,2,5,3","60,62,51,61,32",-2,-1,3.00570958862e-05,0.00256536183423,"0.109,0.139,0.061,0.038,0.1","0.016,0.024,0.019,0.039,0.045",0.061,37,194,15,266
"19814",30075,"ENSMUSG00000039473","Ubn1","chr16","+",5081893,5081983,5081417,5081661,5084055,5086285,30075,"23,41,26,24,18","0,0,0,0,1","71,69,90,64,78","3,4,7,2,1",-2,-1,4.78650031009e-05,0.0036343784796,"1.0,1.0,1.0,1.0,0.9","0.922,0.896,0.865,0.941,0.975",0.06,132,1,372,17
"19841",30124,"ENSMUSG00000069495","Epc2","chr2","+",49532043,49532235,49530010,49530143,49535254,49535344,30124,"2,4,2,2,3","1,2,0,0,0","10,7,15,23,12","0,1,9,2,4",-2,-1,0.000606472935389,0.0260723500237,"0.5,0.5,1.0,1.0,1.0","1.0,0.778,0.455,0.852,0.6",0.063,13,3,67,16
"19874",30167,"ENSMUSG00000021846","Peli2","chr14","+",48168196,48168326,48120822,48121233,48240209,48240311,30167,"6,10,8,8,13","1,0,0,1,0","29,45,42,45,35","6,6,4,2,4",-2,-1,1.03234544696e-05,0.00108506197603,"0.75,1.0,1.0,0.8,1.0","0.707,0.789,0.84,0.918,0.814",0.096,45,2,196,22
"19893",30197,"ENSMUSG00000030306","Tmtc1","chr6","-",148284856,148284970,148271375,148271519,148294514,148294682,30197,"5,7,3,9,3","0,0,0,0,0","54,38,47,61,34","1,5,5,2,0",-2,-1,7.11908398139e-05,0.00481025486993,"1.0,1.0,1.0,1.0,1.0","0.964,0.792,0.825,0.938,1.0",0.096,27,0,234,13
"20032",30386,"ENSMUSG00000078671","Chd2","chr7","-",73507805,73507913,73504987,73505128,73514089,73514151,30386,"35,36,58,40,55","1,0,0,1,0","16,6,22,10,12","2,0,7,1,1",-2,-1,6.57140078097e-06,0.000754082284178,"0.946,1.0,1.0,0.952,1.0","0.8,1.0,0.611,0.833,0.857",0.159,224,2,66,11
"20038",30393,"ENSMUSG00000060373","Hnrnpc","chr14","-",52098014,52098040,52083868,52084391,52103888,52103999,30393,"21,29,21,16,21","6,14,12,10,12","30,40,54,33,22","42,60,43,41,27",-2,-1,0.000110606271535,0.00680513328634,"0.636,0.509,0.467,0.444,0.467","0.263,0.25,0.386,0.287,0.289",0.21,108,54,179,213
"20108",30498,"ENSMUSG00000066456","Hmgn3","chr9","-",83110787,83110874,83109947,83110429,83110992,83111106,30498,"21,21,24,28,7","11,11,11,8,13","2,3,2,4,2","4,3,11,6,6",-2,-1,8.61042810403e-05,0.00555348151266,"0.488,0.488,0.522,0.636,0.212","0.2,0.333,0.083,0.25,0.143",0.267,101,54,13,30
"20213",30700,"ENSMUSG00000032333","Stoml1","chr9","+",58255533,58255813,58254840,58255040,58256639,58256737,30700,"0,6,1,4,3","3,3,5,4,2","3,0,2,2,0","21,5,11,15,7",-2,-1,0.00115872381084,0.043481829219,"0.0,0.5,0.091,0.333,0.429","0.067,0.0,0.083,0.063,0.0",0.228,14,17,7,59
