"","ID","GeneID","geneSymbol","chr","strand","exonStart_0base","exonEnd","upstreamES","upstreamEE","downstreamES","downstreamEE","ID.1","IJC_SAMPLE_1","SJC_SAMPLE_1","IJC_SAMPLE_2","SJC_SAMPLE_2","IncFormLen","SkipFormLen","PValue","FDR","IncLevel1","IncLevel2","IncLevelDifference","IJC_total_S1","SJC_total_S1","IJC_total_S2","SJC_total_S2"
"11361",19279,"ENSMUSG00000041164","Zmiz2","chr11","+",6398261,6398339,6397506,6397686,6398555,6398724,19279,"9,19,19,15,11","1,0,0,1,0","26,53,22","9,41,13",-2,-1,1.66533453694e-14,3.07462388883e-12,"0.818,1.0,1.0,0.882,1.0","0.591,0.393,0.458",0.459,73,2,101,63
"11441",19417,"ENSMUSG00000034557","Zfyve9","chr4","-",108693319,108693496,108691621,108691791,108695768,108695868,19417,"8,14,8,16,7","0,0,1,0,0","33,82,33","5,6,4",-2,-1,1.25888670655e-06,8.41981433468e-05,"1.0,1.0,0.8,1.0,1.0","0.767,0.872,0.805",0.145,53,1,148,15
"11519",19534,"ENSMUSG00000032301","Psma4","chr9","+",54951343,54951428,54950814,54950903,54952081,54952108,19534,"69,38,56,50,33","11,12,9,10,6","23,28,45","29,15,24",-2,-1,4.41764267589e-06,0.000250956085857,"0.758,0.613,0.757,0.714,0.733","0.284,0.483,0.484",0.298,246,48,96,68
"11533",19553,"ENSMUSG00000033335","Dnm2","chr9","+",21480406,21480545,21478898,21479037,21481332,21481419,19553,"8,5,18,5,8","33,27,43,32,28","5,4,5","58,51,31",-2,-1,0.00155323280821,0.0359862722781,"0.108,0.085,0.173,0.072,0.125","0.041,0.038,0.075",0.061,44,163,14,140
"11652",19758,"ENSMUSG00000033788","Dysf","chr6","+",84064470,84064563,84063320,84063435,84064875,84065087,19758,"6,4,2,11,3","2,3,1,2,2","5,20,2","13,65,3",-2,-1,2.41017766431e-05,0.00110382400316,"0.6,0.4,0.5,0.733,0.429","0.161,0.133,0.25",0.351,26,10,27,81
"11905",20186,"ENSMUSG00000022200","Golph3","chr15","+",12343272,12343321,12343036,12343151,12349367,12351591,20186,"6,2,3,4,9","26,21,39,37,22","1,3,4","96,137,110",-2,-1,2.5427172996e-06,0.00015648306048,"0.103,0.045,0.037,0.051,0.17","0.005,0.011,0.018",0.07,24,145,8,343
"11916",20199,"ENSMUSG00000039987","Phtf2","chr5","-",20803184,20803350,20801901,20802066,20805654,20805813,20199,"39,31,9,25,20","2,0,0,2,0","62,198,47","5,10,3",-2,-1,0.000632443434456,0.0170615388258,"0.907,1.0,1.0,0.862,1.0","0.861,0.908,0.887",0.068,124,4,307,18
"12163",20594,"ENSMUSG00000045427","Hnrnph2","chrX","+",134602917,134602962,134602691,134602762,134604854,134606384,20594,"11,13,16,22,15","0,3,0,0,0","20,35,29","1,4,4",-2,-1,0.000308046318531,0.00949473968655,"1.0,0.684,1.0,1.0,1.0","0.909,0.814,0.784",0.101,77,3,84,9
"12179",20621,"ENSMUSG00000004535","Tax1bp1","chr6","+",52739543,52739729,52737081,52737172,52741950,52742175,20621,"95,97,97,83,84","3,7,3,4,5","57,117,77","20,37,24",-2,-1,1.11022302463e-16,2.37079432392e-14,"0.941,0.874,0.942,0.912,0.894","0.588,0.613,0.616",0.307,456,22,251,81
"12425",21064,"ENSMUSG00000112041","9530020I12Rik","chr12","-",11194395,11194475,11186347,11186537,11203898,11204038,21064,"42,44,27,56,15","3,1,3,3,2","0,1,4","2,2,1",-2,-1,0.000262746272735,0.00830109614609,"0.875,0.957,0.818,0.903,0.789","0.0,0.2,0.667",0.579,184,12,5,5
"12582",21322,"ENSMUSG00000055489","Ano5","chr7","+",51587637,51587816,51585322,51585528,51593623,51594360,21322,"5,5,7,3,4","0,0,0,2,0","53,183,46","16,27,9",-2,-1,5.04037419724e-06,0.000282707570481,"1.0,1.0,1.0,0.429,1.0","0.624,0.772,0.719",0.181,24,2,282,52
"12583",21323,"ENSMUSG00000055489","Ano5","chr7","+",51590562,51590668,51585322,51585528,51593623,51593905,21323,"6,7,4,5,13","0,0,0,2,0","48,172,59","16,27,9",-2,-1,9.68427928183e-07,6.60169869197e-05,"1.0,1.0,1.0,0.556,1.0","0.6,0.761,0.766",0.202,35,2,279,52
"12937",21932,"ENSMUSG00000019907","Ppp1r12a","chr10","+",108253324,108253495,108252756,108252924,108259755,108259846,21932,"92,73,75,99,96","11,13,18,8,10","15,14,17","5,8,11",-2,-1,9.61922382114e-05,0.00358174628164,"0.807,0.737,0.676,0.861,0.828","0.6,0.467,0.436",0.281,435,60,46,24
"13004",22061,"ENSMUSG00000027519","Rab22a","chr2","+",173688146,173688228,173661431,173661511,173695109,173695181,22061,"57,54,47,47,54","0,0,1,0,2","60,98,60","0,4,6",-2,-1,0.000688436340797,0.0182662360843,"1.0,1.0,0.959,1.0,0.931","1.0,0.925,0.833",0.059,259,3,218,10
"13129",22267,"ENSMUSG00000029862","Clcn1","chr6","+",42293443,42293522,42292940,42293018,42294077,42294156,22267,"2,12,3,5,2","3,2,1,3,7","7,12,5","32,96,24",-2,-1,0.000123083933768,0.00445447390983,"0.25,0.75,0.6,0.455,0.125","0.099,0.059,0.094",0.352,24,16,24,152
"13136",22281,"ENSMUSG00000026150","Mff","chr1","+",82737012,82737087,82735418,82735507,82741817,82741976,22281,"56,64,75,65,73","4,10,10,10,6","95,25,66","69,84,58",-2,-1,6.66133814775e-16,1.3728553178e-13,"0.875,0.762,0.789,0.765,0.859","0.408,0.13,0.363",0.51,333,40,186,211
"13233",22457,"ENSMUSG00000041763","Tpp2","chr1","+",43985415,43985454,43983513,43983592,43990510,43990662,22457,"9,5,14,6,5","37,54,54,49,66","2,1,1","44,43,50",-2,-1,1.51381542672e-05,0.000741184105613,"0.108,0.044,0.115,0.058,0.036","0.022,0.011,0.01",0.058,39,260,4,137
"13413",22756,"ENSMUSG00000061689","Dlgap4","chr2","+",156748331,156748420,156748022,156748102,156748943,156749020,22756,"22,45,43,41,35","0,0,0,1,0","55,58,44","2,3,3",-2,-1,0.000976224634417,0.0247533697002,"1.0,1.0,1.0,0.953,1.0","0.932,0.906,0.88",0.085,186,1,157,8
"13611",23069,"ENSMUSG00000052337","Immt","chr6","+",71852765,71852867,71851771,71851880,71856911,71856955,23069,"1,3,4,8,5","53,40,32,28,19","8,5,5","168,265,107",-2,-1,0.0017840345457,0.0405907936945,"0.009,0.036,0.059,0.125,0.116","0.023,0.009,0.023",0.051,21,172,18,540
"13644",23115,"ENSMUSG00000025085","Ablim1","chr19","-",57077413,57077497,57068859,57068937,57079812,57079871,23115,"13,19,11,17,6","7,10,5,15,6","0,5,4","12,24,29",-2,-1,1.93727256459e-11,2.70838050149e-09,"0.481,0.487,0.524,0.362,0.333","0.0,0.094,0.065",0.384,66,43,9,65
"13670",23144,"ENSMUSG00000038777","Sema6c","chr3","+",95171790,95171886,95171557,95171602,95172254,95173653,23144,"97,126,73,139,83","10,1,8,5,12","115,170,120","27,60,27",-2,-1,1.86673410063e-09,2.10738822927e-07,"0.829,0.984,0.82,0.933,0.776","0.68,0.586,0.69",0.216,518,36,405,114
"13721",23220,"ENSMUSG00000110234","Gm45799","chr7","+",105640761,105640857,105640551,105640622,105641027,105641160,23220,"121,121,137,125,117","0,0,3,1,1","83,53,95","3,2,5",-2,-1,0.000487383541316,0.0139328804617,"1.0,1.0,0.958,0.984,0.983","0.933,0.93,0.905",0.062,621,5,231,10
"13802",23366,"ENSMUSG00000030189","Ybx3","chr6","-",131375973,131376180,131370322,131370414,131379357,131379480,23366,"354,324,360,291,356","535,550,581,456,525","309,433,352","1145,1538,1192",-2,-1,0,0,"0.249,0.228,0.237,0.242,0.253","0.119,0.123,0.129",0.118,1685,2647,1094,3875
"13894",23534,"ENSMUSG00000029221","Slc30a9","chr5","+",67324676,67324733,67315725,67315845,67326852,67326952,23534,"7,5,5,3,4","1,0,0,1,0","6,38,6","4,0,4",-2,-1,7.09730843683e-05,0.00274058158463,"0.778,1.0,1.0,0.6,1.0","0.429,1.0,0.429",0.256,24,2,50,8
"13988",23702,"ENSMUSG00000118332","Fam220a","chr5","+",143551408,143551541,143548705,143549134,143562756,143564525,23702,"19,27,18,20,26","15,14,14,6,11","10,3,6","15,29,11",-2,-1,1.4878757445e-06,9.65974714122e-05,"0.388,0.491,0.391,0.625,0.542","0.25,0.049,0.214",0.316,110,60,19,55
"14113",23905,"ENSMUSG00000019961","Tmpo","chr10","-",91153084,91153180,91152627,91152738,91158747,91158845,23905,"22,18,14,18,12","1,2,8,3,0","25,32,25","20,29,25",-2,-1,1.69290748164e-06,0.000108714102191,"0.917,0.818,0.467,0.75,1.0","0.385,0.356,0.333",0.432,84,14,82,74
"14271",24222,"ENSMUSG00000027067","Ssrp1","chr2","+",85037793,85037969,85037233,85037328,85038352,85038538,24222,"7,11,13,10,7","0,0,0,3,0","19,39,27","0,5,5",-2,-1,0.000198016306645,0.0066094934444,"1.0,1.0,1.0,0.625,1.0","1.0,0.796,0.73",0.083,48,3,85,10
"14427",24520,"ENSMUSG00000030967","Zranb1","chr7","+",132949584,132950435,132931141,132931545,132966506,132966694,24520,"18,12,11,10,18","0,1,0,1,0","39,65,39","1,8,2",-2,-1,9.57570226671e-05,0.00357304730474,"1.0,0.857,1.0,0.833,1.0","0.951,0.802,0.907",0.051,69,2,143,11
"14597",24834,"ENSMUSG00000059824","Dbp","chr7","+",45706605,45706716,45705283,45705762,45708259,45708471,24834,"23,23,25,56,136","3,2,1,7,13","23,31,19","8,11,8",-2,-1,2.20207182489e-05,0.00102171521006,"0.793,0.852,0.926,0.8,0.84","0.59,0.585,0.543",0.27,263,26,73,27
"14598",24835,"ENSMUSG00000059824","Dbp","chr7","+",45706605,45707016,45705087,45705762,45708259,45708471,24835,"92,82,55,156,538","3,2,1,7,13","45,98,47","8,11,8",-2,-1,1.27071704714e-07,1.07248518779e-05,"0.939,0.953,0.965,0.918,0.954","0.738,0.817,0.746",0.179,923,26,190,27
"14625",24888,"ENSMUSG00000026245","Farsb","chr1","-",78482307,78482363,78479956,78480111,78488784,78488795,24888,"7,5,3,3,3","0,0,1,1,1","17,22,17","6,3,10",-2,-1,4.29637124914e-05,0.00178753248873,"1.0,1.0,0.6,0.6,0.6","0.586,0.786,0.459",0.15,21,3,56,19
"14706",25046,"ENSMUSG00000018501","Ncor1","chr11","-",62345234,62345318,62344631,62344888,62351377,62351546,25046,"9,9,8,9,2","0,0,2,0,0","15,53,14","1,3,3",-2,-1,0.00143427543489,0.0337597580451,"1.0,1.0,0.667,1.0,1.0","0.882,0.898,0.7",0.107,37,2,82,7
"14812",25217,"ENSMUSG00000020694","Tlk2","chr11","+",105241568,105241661,105221185,105221353,105246773,105246884,25217,"8,10,11,10,10","0,1,0,0,0","13,45,17","1,3,3",-2,-1,0.000538388197763,0.0150037616622,"1.0,0.833,1.0,1.0,1.0","0.867,0.882,0.739",0.137,49,1,75,7
"14851",25275,"ENSMUSG00000027523","Gnas","chr2","+",174336746,174336791,174334211,174334284,174341652,174341707,25275,"1143,1167,1202,1294,1043","216,235,216,257,192","830,1191,972","233,269,255",-2,-1,0.0012530629543,0.0304654153663,"0.726,0.713,0.736,0.716,0.731","0.64,0.689,0.656",0.063,5849,1116,2993,757
"15002",25557,"ENSMUSG00000020376","Rnf130","chr11","+",50099245,50099339,50095775,50095980,50119044,50125719,25557,"86,95,121,125,107","7,11,6,11,16","67,60,71","11,16,17",-2,-1,0.00049359217999,0.0140424202217,"0.86,0.812,0.91,0.85,0.77","0.753,0.652,0.676",0.147,534,51,198,44
"15139",25784,"ENSMUSG00000024049","Myom1","chr17","+",71082202,71082496,71080773,71080895,71084237,71084434,25784,"84,151,104,127,74","40,10,28,7,8","19,32,73","344,735,259",-2,-1,0,0,"0.512,0.883,0.65,0.901,0.822","0.027,0.021,0.124",0.696,540,93,124,1338
"15320",26106,"ENSMUSG00000028760","Eif4g3","chr4","+",138120345,138120454,138105313,138105436,138125809,138126634,26106,"7,5,5,17,9","0,0,0,0,0","18,121,50","3,11,7",-2,-1,8.95280938273e-09,9.06740534283e-07,"1.0,1.0,1.0,1.0,1.0","0.75,0.846,0.781",0.208,43,0,189,21
"15321",26107,"ENSMUSG00000028760","Eif4g3","chr4","+",138120348,138120454,138105313,138105436,138125809,138126634,26107,"7,7,5,12,6","0,0,0,0,0","18,104,37","3,11,7",-2,-1,2.60819210673e-09,2.88922480623e-07,"1.0,1.0,1.0,1.0,1.0","0.75,0.825,0.725",0.233,37,0,159,21
"15609",26579,"ENSMUSG00000030306","Tmtc1","chr6","-",148284856,148284970,148271375,148271519,148294514,148294682,26579,"5,7,3,9,3","0,0,0,0,0","33,93,32","5,10,4",-2,-1,1.51490934241e-08,1.46722694999e-06,"1.0,1.0,1.0,1.0,1.0","0.767,0.823,0.8",0.203,27,0,158,19
"15672",26678,"ENSMUSG00000038437","Mllt6","chr11","+",97678313,97678663,97677147,97677236,97678964,97679055,26678,"13,10,15,11,11","2,2,0,0,0","15,33,8","3,4,7",-2,-1,4.49882490537e-05,0.00185005040888,"0.765,0.714,1.0,1.0,1.0","0.714,0.805,0.364",0.268,60,4,56,14
"15744",26779,"ENSMUSG00000020859","Spag9","chr11","+",94113262,94113301,94112032,94112146,94114172,94114349,26779,"22,26,27,25,32","1,1,8,2,3","25,60,25","40,88,33",-2,-1,0,0,"0.917,0.929,0.628,0.862,0.842","0.238,0.254,0.275",0.58,132,15,110,161
"15777",26840,"ENSMUSG00000066456","Hmgn3","chr9","-",83110787,83110874,83109947,83110429,83110992,83111106,26840,"21,21,24,28,7","11,11,11,8,13","0,0,0","5,5,3",-2,-1,1.77052150718e-10,2.30740611715e-08,"0.488,0.488,0.522,0.636,0.212","0.0,0.0,0.0",0.469,101,54,0,13
"15959",27229,"ENSMUSG00000055407","Map6","chr7","+",99317471,99317668,99315688,99315902,99335984,99337136,27229,"2,5,2,5,5","12,15,15,24,10","1,0,0","4,3,4",-2,-1,0.00123366817723,0.030117816492,"0.077,0.143,0.063,0.094,0.2","0.111,0.0,0.0",0.078,19,76,1,11
"16001",27295,"ENSMUSG00000029817","Tra2a","chr6","-",49252802,49253108,49252381,49252515,49263837,49264011,27295,"11,10,23,9,12","7,5,10,4,2","5,1,2","3,16,8",-2,-1,9.35061863817e-05,0.0035038132081,"0.44,0.5,0.535,0.529,0.75","0.455,0.03,0.111",0.352,65,28,8,27
"16149",27594,"ENSMUSG00000038764","Ptpn3","chr4","-",57240785,57240849,57239527,57239700,57244974,57245063,27594,"10,15,5,10,7","0,0,0,0,1","41,106,15","8,13,3",-2,-1,4.82148919678e-08,4.38236279609e-06,"1.0,1.0,1.0,1.0,0.778","0.719,0.803,0.714",0.21,47,1,162,24
"16456",28104,"ENSMUSG00000032497","Lrrfip2","chr9","+",111182818,111182887,111180215,111180272,111184189,111184279,28104,"67,42,32,34,18","0,0,0,3,0","61,79,44","1,6,2",-2,-1,0.00137413588555,0.0326791589134,"1.0,1.0,1.0,0.85,1.0","0.968,0.868,0.917",0.052,193,3,184,9
"16610",28389,"ENSMUSG00000030695","Aldoa","chr7","-",126797973,126798126,126797643,126797776,126800001,126800036,28389,"27,22,23,14,17","58,37,66,72,83","53,64,68","963,912,1420",-2,-1,0,0,"0.189,0.229,0.148,0.089,0.093","0.027,0.034,0.023",0.122,103,316,185,3295
"16668",28503,"ENSMUSG00000020257","Wdr82","chr9","+",106183615,106183715,106180565,106180632,106184179,106184296,28503,"7,10,4,15,7","0,0,0,2,0","22,43,26","5,3,0",-2,-1,0.000510700367563,0.0143905458103,"1.0,1.0,1.0,0.789,1.0","0.688,0.878,1.0",0.102,43,2,91,8
"16687",28531,"ENSMUSG00000001542","Ell2","chr13","+",75749924,75750088,75746291,75746413,75756274,75756444,28531,"1,3,2,4,1","0,0,0,0,0","25,25,15","3,3,1",-2,-1,0.000190725431215,0.00642664932102,"1.0,1.0,1.0,1.0,1.0","0.806,0.806,0.882",0.169,11,0,65,7
"16852",28820,"ENSMUSG00000063511","Snrnp70","chr7","-",45395092,45395172,45394658,45394815,45395508,45395709,28820,"12,6,9,11,3","48,36,29,27,16","3,3,5","48,51,41",-2,-1,0.000228958064307,0.00740774567409,"0.111,0.077,0.134,0.169,0.086","0.03,0.029,0.057",0.077,41,156,11,140
"16963",28991,"ENSMUSG00000006611","Hfe","chr13","-",23708027,23708291,23706766,23707066,23710626,23710854,28991,"10,13,17,9,9","0,0,0,1,0","13,30,9","2,9,2",-2,-1,4.31972657644e-09,4.64017174793e-07,"1.0,1.0,1.0,0.818,1.0","0.765,0.625,0.692",0.27,58,1,52,13
"16992",29041,"ENSMUSG00000028292","Rars2","chr4","+",34625400,34625484,34623410,34623513,34630472,34630570,29041,"15,12,11,8,8","2,0,1,0,0","19,35,18","5,3,0",-2,-1,0.000107027549768,0.00393559396699,"0.789,1.0,0.846,1.0,1.0","0.655,0.854,1.0",0.091,54,3,72,8
"17047",29130,"ENSMUSG00000020782","Llgl2","chr11","+",115854811,115854859,115854546,115854575,115855062,115855105,29130,"7,15,6,14,23","1,0,0,1,2","4,6,6","1,1,3",-2,-1,0.00183994638056,0.0415429422281,"0.778,1.0,1.0,0.875,0.852","0.667,0.75,0.5",0.262,65,4,16,5
"17164",29334,"ENSMUSG00000056851","Pcbp2","chr15","+",102485947,102486040,102484153,102484240,102488204,102488277,29334,"149,169,137,189,140","6,14,13,6,10","165,185,133","25,22,18",-2,-1,0.000165531663568,0.00573024063492,"0.925,0.858,0.84,0.94,0.875","0.767,0.808,0.787",0.1,784,49,483,65
"17165",29335,"ENSMUSG00000056851","Pcbp2","chr15","+",102487087,102487129,102484153,102484240,102488204,102488255,29335,"307,353,362,389,335","6,14,13,6,10","390,348,317","25,22,18",-2,-1,6.63975978389e-05,0.00260360846039,"0.962,0.927,0.933,0.97,0.944","0.886,0.888,0.898",0.057,1746,49,1055,65
"17338",29646,"ENSMUSG00000070372","Capza1","chr3","-",104839781,104839988,104834724,104834804,104840827,104840891,29646,"15,5,1,9,8","0,1,0,1,0","16,23,18","0,5,5",-2,-1,3.90332094991e-06,0.000226827739397,"1.0,0.714,1.0,0.818,1.0","1.0,0.697,0.643",0.126,38,2,57,10
"17400",29748,"ENSMUSG00000021111","Papola","chr12","+",105811036,105811109,105809523,105809662,105812273,105812394,29748,"16,15,15,12,22","0,0,0,0,0","35,63,36","7,5,0",-2,-1,5.55601998076e-07,3.9548151863e-05,"1.0,1.0,1.0,1.0,1.0","0.714,0.863,1.0",0.141,80,0,134,12
"17422",29782,"ENSMUSG00000061462","Obscn","chr11","-",59054161,59054425,59053573,59053837,59067065,59067329,29782,"37,30,12,33,36","1,0,0,0,0","85,228,83","4,33,6",-2,-1,6.80200451519e-10,8.25744712515e-08,"0.949,1.0,1.0,1.0,1.0","0.914,0.776,0.874",0.135,148,1,396,43
"17429",29790,"ENSMUSG00000061462","Obscn","chr11","-",59062030,59062294,59061423,59061687,59062646,59062910,29790,"9,18,5,21,7","0,0,0,0,3","9,19,45","1,5,4",-2,-1,0.000222140305121,0.00722424728067,"1.0,1.0,1.0,1.0,0.538","0.818,0.655,0.849",0.134,60,3,73,10
"17434",29795,"ENSMUSG00000061462","Obscn","chr11","-",59062646,59062910,59062030,59062294,59064186,59064450,29795,"11,22,4,17,6","0,0,0,0,0","10,28,42","1,2,10",-2,-1,4.38106140255e-09,4.67770676499e-07,"1.0,1.0,1.0,1.0,1.0","0.833,0.875,0.677",0.205,60,0,80,13
"17435",29796,"ENSMUSG00000061462","Obscn","chr11","-",59062646,59062910,59062030,59062294,59067065,59067329,29796,"7,15,2,14,3","0,0,0,0,0","6,19,27","1,2,4",-2,-1,5.68316688205e-05,0.00225343288182,"1.0,1.0,1.0,1.0,1.0","0.75,0.826,0.771",0.218,41,0,52,7
"17437",29799,"ENSMUSG00000061462","Obscn","chr11","-",59064186,59064450,59052444,59052711,59067065,59067329,29799,"8,4,1,12,3","0,0,0,0,0","12,37,30","3,14,0",-2,-1,3.84715190815e-08,3.55140210521e-06,"1.0,1.0,1.0,1.0,1.0","0.667,0.569,1.0",0.255,28,0,79,17
"17438",29800,"ENSMUSG00000061462","Obscn","chr11","-",59064186,59064450,59053573,59053837,59067065,59067329,29800,"8,6,1,12,5","1,0,0,0,0","16,42,35","4,33,6",-2,-1,1.84378112777e-09,2.09481901978e-07,"0.8,1.0,1.0,1.0,1.0","0.667,0.389,0.745",0.36,32,1,93,43
"17441",29803,"ENSMUSG00000061462","Obscn","chr11","-",59064186,59064450,59062030,59062294,59067065,59067329,29803,"8,4,1,12,3","0,0,0,0,0","13,38,40","1,2,4",-2,-1,0.000842205243622,0.0216650881538,"1.0,1.0,1.0,1.0,1.0","0.867,0.905,0.833",0.132,28,0,91,7
"17517",29921,"ENSMUSG00000069601","Ank3","chr10","+",70006799,70006853,70004609,70004991,70008777,70008864,29921,"48,34,29,45,33","10,7,2,10,3","16,19,24","34,25,20",-2,-1,1.05904174319e-12,1.69103205913e-10,"0.706,0.708,0.879,0.692,0.846","0.19,0.275,0.375",0.486,189,32,59,79
"17518",29922,"ENSMUSG00000069601","Ank3","chr10","+",70006802,70006853,70004609,70004991,70008777,70008864,29922,"61,62,43,60,44","10,7,2,10,3","28,43,36","34,25,20",-2,-1,4.0670022905e-11,5.5448883536e-09,"0.753,0.816,0.915,0.75,0.88","0.292,0.462,0.474",0.413,270,32,107,79
