ID	GeneID	geneSymbol	chr	strand	longExonStart_0base	longExonEnd	shortES	shortEE	flankingES	flankingEE
2327	"ENSMUSG00000039410"	"Prdm16"	chr4	-	154367177	154367315	154367177	154367312	154476638	154476686
2328	"ENSMUSG00000039410"	"Prdm16"	chr4	-	154476638	154476689	154476638	154476686	154528581	154528931
2329	"ENSMUSG00000025728"	"Pigq"	chr17	-	25926420	25927756	25926420	25926515	25928790	25928852
2330	"ENSMUSG00000025728"	"Pigq"	chr17	-	25931673	25932231	25931673	25931827	25934757	25934878
2331	"ENSMUSG00000028943"	"Espn"	chr4	-	152123713	152123793	152123713	152123790	152128068	152128332
2332	"ENSMUSG00000028943"	"Espn"	chr4	-	152130768	152131294	152130768	152130961	152134160	152134441
2333	"ENSMUSG00000028943"	"Espn"	chr4	-	152134160	152134441	152134160	152134432	152135472	152135674
2334	"ENSMUSG00000024053"	"Emilin2"	chr17	-	71255118	71255247	71255118	71255214	71255979	71256012
2335	"ENSMUSG00000024053"	"Emilin2"	chr17	-	71256323	71256692	71256323	71256689	71273373	71275287
2336	"ENSMUSG00000031392"	"Irak1"	chrX	-	74017129	74017511	74017129	74017430	74018129	74018366
2337	"ENSMUSG00000031392"	"Irak1"	chrX	-	74017129	74017511	74017129	74017430	74019899	74019965
2338	"ENSMUSG00000031392"	"Irak1"	chrX	-	74022472	74022664	74022472	74022661	74022848	74022952
2339	"ENSMUSG00000024050"	"Wiz"	chr17	-	32357456	32357984	32357456	32357981	32358942	32359494
2340	"ENSMUSG00000031010"	"Usp9x"	chrX	+	13116608	13116757	13116623	13116757	13114507	13114644
2341	"ENSMUSG00000027709"	"Mccc1"	chr3	-	35964326	35964480	35964326	35964464	35968423	35968473
2342	"ENSMUSG00000036452"	"Arhgap26"	chr18	+	39357552	39357828	39357737	39357828	39306701	39306852
2343	"ENSMUSG00000037784"	"Dzip1l"	chr9	+	99663525	99663716	99663528	99663716	99662940	99663157
2344	"ENSMUSG00000021906"	"Oxnad1"	chr14	+	32099388	32099631	32099533	32099631	32096486	32096628
2345	"ENSMUSG00000021906"	"Oxnad1"	chr14	+	32100954	32101094	32100985	32101094	32099533	32099631
2346	"ENSMUSG00000020211"	"Sf3a2"	chr10	+	80803800	80803888	80803819	80803888	80803582	80803723
2347	"ENSMUSG00000049537"	"Tecrl"	chr5	-	83309202	83309306	83309202	83309231	83313283	83313328
2348	"ENSMUSG00000100988"	"Gm28136"	chrY	+	66161528	66161746	66161703	66161746	66160946	66161044
2349	"ENSMUSG00000111375"	"Btbd8"	chr5	+	107504503	107504594	107504506	107504594	107503338	107504014
2350	"ENSMUSG00000111375"	"Btbd8"	chr5	+	107504929	107505130	107504990	107505130	107504503	107504594
2351	"ENSMUSG00000037683"	"Armc3"	chr2	+	19296803	19296911	19296815	19296911	19296322	19296424
2352	"ENSMUSG00000045975"	"C2cd2"	chr16	-	97868591	97868916	97868591	97868901	97870152	97870280
2353	"ENSMUSG00000019467"	"Arhgef25"	chr10	-	127183648	127183829	127183648	127183727	127184011	127184212
2354	"ENSMUSG00000019467"	"Arhgef25"	chr10	-	127185859	127185994	127185859	127185926	127186082	127186159
2355	"ENSMUSG00000030532"	"Hddc3"	chr7	+	80343678	80343956	80343715	80343956	80343565	80343594
2356	"ENSMUSG00000091375"	"Vmn2r15"	chr5	-	109285669	109287176	109285669	109287173	109288325	109288449
2357	"ENSMUSG00000003190"	"Bcl2l12"	chr7	-	44994362	44994476	44994362	44994449	44996543	44996686
2358	"ENSMUSG00000025967"	"Eef1b2"	chr1	+	63178422	63178565	63178438	63178565	63177722	63177876
2359	"ENSMUSG00000025967"	"Eef1b2"	chr1	+	63178022	63178565	63178438	63178565	63177753	63177876
2360	"ENSMUSG00000036185"	"Sapcd1"	chr17	-	35027443	35027588	35027443	35027584	35027796	35028016
2361	"ENSMUSG00000024350"	"Dnajc18"	chr18	-	35702411	35702595	35702411	35702505	35703025	35703112
2362	"ENSMUSG00000036557"	"Stpg4"	chr17	-	87422513	87422771	87422513	87422677	87425642	87425702
2363	"ENSMUSG00000042182"	"Bend6"	chr1	-	33864522	33864743	33864522	33864574	33878259	33878437
2364	"ENSMUSG00000034610"	"Tut4"	chr4	+	108549225	108549413	108549240	108549413	108548054	108548170
2365	"ENSMUSG00000097451"	"Rian"	chr12	+	109617173	109617349	109617210	109617349	109606213	109606341
2366	"ENSMUSG00000097451"	"Rian"	chr12	+	109634193	109634354	109634258	109634354	109627047	109627153
2367	"ENSMUSG00000097451"	"Rian"	chr12	+	109650840	109651099	109651012	109651099	109650071	109650157
2368	"ENSMUSG00000097451"	"Rian"	chr12	+	109654285	109654432	109654301	109654432	109652700	109652715
2369	"ENSMUSG00000097451"	"Rian"	chr12	+	109658052	109658121	109658057	109658121	109656787	109656831
2370	"ENSMUSG00000097451"	"Rian"	chr12	+	109658052	109658121	109658057	109658121	109656787	109656840
2371	"ENSMUSG00000097451"	"Rian"	chr12	+	109660707	109660982	109660745	109660982	109659722	109659807
2372	"ENSMUSG00000041679"	"Lrrc29"	chr8	-	105315075	105316068	105315075	105316022	105323264	105323366
2373	"ENSMUSG00000027329"	"Spef1"	chr2	-	131171901	131172025	131171901	131171949	131172203	131172258
2374	"ENSMUSG00000096002"	"Vmn2r53"	chr7	-	12600648	12602201	12600648	12601446	12606259	12606551
2375	"ENSMUSG00000012126"	"Ubxn11"	chr4	+	134109090	134109119	134109093	134109119	134108251	134108355
2376	"ENSMUSG00000028060"	"Khdc4"	chr3	+	88700260	88700514	88700361	88700514	88699950	88700008
2377	"ENSMUSG00000028060"	"Khdc4"	chr3	+	88700260	88700514	88700364	88700514	88699950	88700008
2378	"ENSMUSG00000028060"	"Khdc4"	chr3	+	88700361	88700514	88700364	88700514	88699950	88700008
2379	"ENSMUSG00000028060"	"Khdc4"	chr3	+	88709829	88709942	88709857	88709942	88708779	88708941
2380	"ENSMUSG00000032999"	"Nlrp4f"	chr13	-	65199168	65199470	65199168	65199423	65205619	65205716
2381	"ENSMUSG00000024327"	"Slc39a7"	chr17	-	34030089	34030421	34030089	34030254	34030565	34030734
2382	"ENSMUSG00000020307"	"Cdc34"	chr10	+	79687848	79688394	79687852	79688394	79685232	79685367
2383	"ENSMUSG00000021281"	"Tnfaip2"	chr12	+	111448487	111448639	111448538	111448639	111448246	111448369
2384	"ENSMUSG00000044550"	"Tceal3"	chrX	+	136667059	136667190	136667123	136667190	136594201	136594250
2385	"ENSMUSG00000076861"	"Trav18"	chr14	+	53831545	53831827	53831548	53831827	53831104	53831150
2386	"ENSMUSG00000038733"	"Wdr26"	chr1	-	181203023	181203224	181203023	181203160	181209050	181209107
2387	"ENSMUSG00000037628"	"Cdkn3"	chr14	+	46769832	46769936	46769835	46769936	46768865	46768897
2388	"ENSMUSG00000043592"	"Unc5cl"	chr17	+	48464441	48464542	48464480	48464542	48463361	48463463
2389	"ENSMUSG00000043592"	"Unc5cl"	chr17	+	48464441	48464542	48464473	48464542	48463576	48463644
2390	"ENSMUSG00000029012"	"Orc5"	chr5	-	22546397	22546598	22546397	22546504	22547923	22548016
2391	"ENSMUSG00000031789"	"Cngb1"	chr8	-	95299483	95299529	95299483	95299526	95299650	95299765
2392	"ENSMUSG00000033943"	"Mga"	chr2	+	119941221	119941845	119941728	119941845	119938638	119938786
2393	"ENSMUSG00000068115"	"Ninl"	chr2	-	150966077	150966364	150966077	150966242	150969979	150970132
2394	"ENSMUSG00000027263"	"Tubgcp4"	chr2	+	121189823	121189965	121189826	121189965	121189361	121189469
2395	"ENSMUSG00000099418"	"Gm6657"	chr12	+	78201767	78201846	78201786	78201846	78201221	78201305
2396	"ENSMUSG00000038831"	"Ralgps1"	chr2	-	33146569	33146653	33146569	33146650	33158909	33159036
2397	"ENSMUSG00000036196"	"Slc26a8"	chr17	-	28642233	28642418	28642233	28642373	28642515	28642570
2398	"ENSMUSG00000036196"	"Slc26a8"	chr17	-	28652447	28652525	28652447	28652509	28653831	28653945
2399	"ENSMUSG00000036196"	"Slc26a8"	chr17	-	28684706	28684902	28684706	28684893	28689716	28689987
2400	"ENSMUSG00000006998"	"Psmd2"	chr16	+	20652151	20652300	20652243	20652300	20651703	20651851
2401	"ENSMUSG00000006998"	"Psmd2"	chr16	+	20659956	20660102	20659976	20660102	20659678	20659780
2402	"ENSMUSG00000024516"	"Sec11c"	chr18	+	65812664	65814957	65814837	65814957	65809444	65809554
2403	"ENSMUSG00000042564"	"Fam227a"	chr15	-	79648736	79648831	79648736	79648819	79649636	79649860
2404	"ENSMUSG00000042564"	"Fam227a"	chr15	-	79649636	79649863	79649636	79649860	79658680	79658956
2405	"ENSMUSG00000057969"	"Sema3b"	chr9	-	107599949	107600107	107599949	107600040	107600329	107600371
2406	"ENSMUSG00000029071"	"Dvl1"	chr4	+	155853636	155854086	155853982	155854086	155853417	155853487
2407	"ENSMUSG00000053411"	"Cbx7"	chr15	-	79918752	79918927	79918752	79918825	79921371	79921438
2408	"ENSMUSG00000053411"	"Cbx7"	chr15	-	79918752	79919104	79918752	79918825	79921371	79921438
2409	"ENSMUSG00000053411"	"Cbx7"	chr15	-	79918752	79919104	79918752	79918927	79921371	79921438
2410	"ENSMUSG00000029517"	"Ankrd7"	chr6	+	18868240	18868417	18868243	18868417	18867981	18868096
2411	"ENSMUSG00000044454"	"Olfr867"	chr9	-	20050954	20055477	20050954	20055088	20057468	20057562
2412	"ENSMUSG00000030683"	"Sez6l2"	chr7	+	126952773	126953073	126952953	126953073	126951999	126952131
2413	"ENSMUSG00000028218"	"Fam92a"	chr4	-	12168964	12169058	12168964	12169033	12170983	12171218
2414	"ENSMUSG00000031712"	"Il15"	chr8	-	82334468	82334606	82334468	82334558	82337565	82337610
2415	"ENSMUSG00000001774"	"Chordc1"	chr9	+	18305292	18305351	18305295	18305351	18304282	18304386
2416	"ENSMUSG00000009687"	"Fxyd5"	chr7	-	31037820	31037931	31037820	31037928	31039037	31039094
2417	"ENSMUSG00000009687"	"Fxyd5"	chr7	-	31040182	31040257	31040182	31040221	31041396	31041457
2418	"ENSMUSG00000009687"	"Fxyd5"	chr7	-	31040182	31040272	31040182	31040221	31041396	31041457
2419	"ENSMUSG00000009687"	"Fxyd5"	chr7	-	31040182	31040272	31040182	31040257	31041396	31041457
2420	"ENSMUSG00000009687"	"Fxyd5"	chr7	-	31041396	31041469	31041396	31041457	31042046	31042078
2421	"ENSMUSG00000064145"	"Arih2"	chr9	-	108605333	108605472	108605333	108605417	108607287	108607356
2422	"ENSMUSG00000064145"	"Arih2"	chr9	-	108644025	108644368	108644025	108644365	108644932	108644994
2423	"ENSMUSG00000035601"	"Trmt10b"	chr4	+	45301201	45301344	45301235	45301344	45300433	45300627
2424	"ENSMUSG00000046671"	"Mtfr1l"	chr4	-	134529088	134529410	134529088	134529301	134530274	134530486
2425	"ENSMUSG00000054414"	"Slc30a7"	chr3	-	115938972	115946711	115938972	115939692	115954051	115954201
2426	"ENSMUSG00000058132"	"Vmn1r82"	chr7	+	12303937	12308582	12305070	12308582	12300429	12300568
2427	"ENSMUSG00000021098"	"4930447C04Rik"	chr12	-	72906190	72906282	72906190	72906279	72907820	72907941
2428	"ENSMUSG00000073422"	"H2-Ke6"	chr17	-	34026032	34026470	34026032	34026225	34026850	34026935
2429	"ENSMUSG00000096215"	"Smim22"	chr16	+	5007743	5007888	5007773	5007888	5007351	5007418
2430	"ENSMUSG00000004846"	"Plod3"	chr5	+	136991299	136991441	136991330	136991441	136990958	136991084
2431	"ENSMUSG00000028712"	"Cyp4a31"	chr4	+	115574889	115574966	115574906	115574966	115574699	115574764
2432	"ENSMUSG00000024924"	"Vldlr"	chr19	+	27241234	27241453	27241299	27241453	27240465	27240637
2433	"ENSMUSG00000026872"	"Zeb2"	chr2	-	45017396	45017468	45017396	45017465	45022846	45023104
2434	"ENSMUSG00000030724"	"Cd19"	chr7	-	126412070	126412181	126412070	126412178	126413390	126413669
2435	"ENSMUSG00000028248"	"Pnisr"	chr4	+	21860819	21860991	21860877	21860991	21859083	21859307
2436	"ENSMUSG00000034101"	"Ctnnd1"	chr2	-	84600780	84602903	84600780	84602900	84603648	84603752
2437	"ENSMUSG00000034101"	"Ctnnd1"	chr2	-	84624269	84624558	84624269	84624449	84626019	84626137
2438	"ENSMUSG00000024799"	"Tm7sf2"	chr19	-	6066498	6066693	6066498	6066563	6066967	6067022
2439	"ENSMUSG00000024799"	"Tm7sf2"	chr19	-	6066498	6066693	6066498	6066544	6067122	6067319
2440	"ENSMUSG00000028797"	"Tmem234"	chr4	+	129602194	129602261	129602221	129602261	129600982	129601134
2441	"ENSMUSG00000028797"	"Tmem234"	chr4	+	129602194	129602261	129602221	129602261	129601406	129601625
2442	"ENSMUSG00000028797"	"Tmem234"	chr4	+	129602194	129602261	129602221	129602261	129601869	129601961
2443	"ENSMUSG00000001855"	"Nup214"	chr2	+	32039319	32039476	32039322	32039476	32038101	32038172
2444	"ENSMUSG00000075590"	"Nrbp2"	chr15	-	76090245	76090542	76090245	76090526	76090637	76090739
2445	"ENSMUSG00000022286"	"Grhl2"	chr15	+	37344652	37344747	37344655	37344747	37337772	37337804
2446	"ENSMUSG00000061751"	"Kalrn"	chr16	-	34013136	34013681	34013136	34013676	34013957	34014214
2447	"ENSMUSG00000061751"	"Kalrn"	chr16	-	34013957	34014214	34013957	34014211	34016391	34016630
2448	"ENSMUSG00000061751"	"Kalrn"	chr16	-	34220055	34220274	34220055	34220247	34227026	34227146
2449	"ENSMUSG00000040537"	"Adam22"	chr5	-	8094985	8095180	8094985	8095047	8107001	8107019
2450	"ENSMUSG00000040537"	"Adam22"	chr5	-	8094985	8095180	8094985	8095047	8111894	8111985
2451	"ENSMUSG00000036555"	"Iqce"	chr5	-	140669021	140669120	140669021	140669105	140670466	140670567
2452	"ENSMUSG00000036555"	"Iqce"	chr5	-	140680715	140680945	140680715	140680941	140682401	140682457
2453	"ENSMUSG00000022338"	"Eny2"	chr15	+	44433853	44433973	44433898	44433973	44432437	44432508
2454	"ENSMUSG00000022338"	"Eny2"	chr15	+	44433853	44433973	44433900	44433973	44432437	44432508
2455	"ENSMUSG00000022338"	"Eny2"	chr15	+	44433898	44433973	44433900	44433973	44432437	44432508
2456	"ENSMUSG00000008845"	"Cd163"	chr6	+	124328961	124329097	124329044	124329097	124327897	124327987
2457	"ENSMUSG00000116643"	"Gm30162"	chr16	+	75703467	75703508	75703471	75703508	75678076	75678211
2458	"ENSMUSG00000029994"	"Anxa4"	chr6	-	86774948	86775048	86774948	86775014	86793508	86793564
2459	"ENSMUSG00000027363"	"Usp8"	chr2	+	126719991	126720169	126720024	126720169	126717994	126718164
2460	"ENSMUSG00000076534"	"Igkv12-89"	chr6	-	68834845	68835143	68834845	68835140	68835267	68835307
2461	"ENSMUSG00000090077"	"Lime1"	chr2	+	181382193	181382544	181382486	181382544	181381357	181381394
2462	"ENSMUSG00000015980"	"Lrrc27"	chr7	+	139227919	139228066	139227966	139228066	139226000	139226361
2463	"ENSMUSG00000050312"	"Nsun3"	chr16	-	62776287	62776631	62776287	62776383	62785787	62785897
2464	"ENSMUSG00000050808"	"Muc15"	chr2	+	110737346	110739527	110737401	110739527	110733805	110733955
2465	"ENSMUSG00000043019"	"Edem3"	chr1	+	151805846	151805946	151805849	151805946	151804664	151804819
2466	"ENSMUSG00000045917"	"Tmem268"	chr4	+	63560881	63560995	63560911	63560995	63560226	63560405
2467	"ENSMUSG00000014039"	"Prdm15"	chr16	-	97812557	97812725	97812557	97812691	97816105	97816193
2468	"ENSMUSG00000063884"	"Ptcd3"	chr6	-	71883443	71883602	71883443	71883592	71884539	71884625
2469	"ENSMUSG00000063884"	"Ptcd3"	chr6	-	71883443	71884625	71883443	71883602	71885308	71885399
2470	"ENSMUSG00000021916"	"Glt8d1"	chr14	+	31011120	31011233	31011122	31011233	31010863	31011030
2471	"ENSMUSG00000098090"	"2700099C18Rik"	chr17	+	94771112	94771238	94771133	94771238	94766856	94766947
2472	"ENSMUSG00000002728"	"Naa20"	chr2	+	145911672	145911793	145911696	145911793	145908590	145908615
2473	"ENSMUSG00000002728"	"Naa20"	chr2	+	145912366	145912528	145912392	145912528	145911672	145911763
2474	"ENSMUSG00000038241"	"Cep250"	chr2	+	155968754	155968862	155968757	155968862	155967557	155967654
2475	"ENSMUSG00000038241"	"Cep250"	chr2	+	155974249	155974483	155974252	155974483	155973342	155973489
2476	"ENSMUSG00000038241"	"Cep250"	chr2	+	155988311	155989620	155989498	155989620	155986994	155987116
2477	"ENSMUSG00000034902"	"Pip5k1c"	chr10	+	81305138	81305278	81305185	81305278	81304683	81304715
2478	"ENSMUSG00000067399"	"Trim43c"	chr9	+	88842933	88843167	88842936	88843167	88841833	88841929
2479	"ENSMUSG00000003531"	"Dgcr6"	chr16	+	18070081	18070231	18070090	18070231	18069423	18069524
2480	"ENSMUSG00000041014"	"Nrg3"	chr14	-	38376333	38376507	38376333	38376483	38381623	38381751
2481	"ENSMUSG00000040621"	"Gemin8"	chrX	+	166180352	166180809	166180445	166180809	166178791	166178830
2482	"ENSMUSG00000030603"	"Psmc4"	chr7	-	28048792	28048979	28048792	28048886	28049103	28049202
2483	"ENSMUSG00000030603"	"Psmc4"	chr7	-	28049103	28049700	28049103	28049202	28049982	28050056
2484	"ENSMUSG00000038274"	"Fau"	chr19	+	6058427	6058572	6058532	6058572	6058242	6058325
2485	"ENSMUSG00000032591"	"Mst1"	chr9	+	108082464	108082660	108082491	108082660	108082202	108082321
2486	"ENSMUSG00000057177"	"Gsk3a"	chr7	-	25228257	25228930	25228257	25228918	25229464	25229572
2487	"ENSMUSG00000064141"	"Zfp69"	chr4	-	120934332	120934431	120934332	120934428	120935066	120935193
2488	"ENSMUSG00000025583"	"Rptor"	chr11	+	119874153	119874264	119874160	119874264	119872215	119872399
2489	"ENSMUSG00000029788"	"Cpa5"	chr6	+	30630286	30630486	30630419	30630486	30626817	30626908
2490	"ENSMUSG00000022844"	"Pdia5"	chr16	-	35410293	35410454	35410293	35410435	35410926	35410997
2491	"ENSMUSG00000023153"	"Tmem52"	chr4	+	155469443	155469503	155469461	155469503	155469302	155469346
2492	"ENSMUSG00000063142"	"Kcnma1"	chr14	-	23299890	23300045	23299890	23300042	23306724	23306753
2493	"ENSMUSG00000063142"	"Kcnma1"	chr14	-	23300020	23300045	23300020	23300042	23309039	23309264
2494	"ENSMUSG00000063142"	"Kcnma1"	chr14	-	23425566	23425749	23425566	23425740	23435949	23436026
2495	"ENSMUSG00000063142"	"Kcnma1"	chr14	-	23441992	23442091	23441992	23442079	23451598	23451667
2496	"ENSMUSG00000042385"	"Gzmk"	chr13	-	113173922	113174073	113173922	113174064	113180434	113180582
2497	"ENSMUSG00000064307"	"Lrrc51"	chr7	-	101912989	101913212	101912989	101913208	101913434	101913583
2498	"ENSMUSG00000048922"	"Cdca2"	chr14	-	67693625	67693754	67693625	67693751	67694964	67695050
2499	"ENSMUSG00000020949"	"Fkbp3"	chr12	-	65062435	65062740	65062435	65062721	65063677	65063775
2500	"ENSMUSG00000091679"	"Vmn2r96"	chr17	+	18581716	18582011	18581880	18582011	18573150	18573613
2501	"ENSMUSG00000031660"	"Brd7"	chr8	-	88334104	88334219	88334104	88334216	88337080	88337137
2502	"ENSMUSG00000025157"	"Zdhhc16"	chr19	+	41938719	41938836	41938807	41938836	41938363	41938452
2503	"ENSMUSG00000085517"	"Gm12963"	chr4	-	130027966	130028346	130027966	130028058	130037812	130037882
2504	"ENSMUSG00000021910"	"Nisch"	chr14	-	31187058	31187244	31187058	31187141	31187649	31187718
2505	"ENSMUSG00000046318"	"Ccbe1"	chr18	-	66269020	66270193	66269020	66269778	66291131	66291212
2506	"ENSMUSG00000033419"	"Snap91"	chr9	-	86781569	86781719	86781569	86781704	86783299	86783434
2507	"ENSMUSG00000025875"	"Tspan17"	chr13	+	54793194	54793365	54793263	54793365	54792739	54792886
2508	"ENSMUSG00000025875"	"Tspan17"	chr13	+	54795410	54795458	54795414	54795458	54795052	54795178
2509	"ENSMUSG00000025875"	"Tspan17"	chr13	+	54796597	54796768	54796721	54796768	54796156	54796218
2510	"ENSMUSG00000029778"	"Adcyap1r1"	chr6	+	55491226	55491310	55491229	55491310	55484941	55485033
2511	"ENSMUSG00000039990"	"Edrf1"	chr7	+	133660070	133660294	133660135	133660294	133658425	133658644
2512	"ENSMUSG00000036561"	"Ppp6r2"	chr15	+	89256662	89256849	89256708	89256849	89253018	89253250
2513	"ENSMUSG00000036561"	"Ppp6r2"	chr15	+	89256662	89256849	89256708	89256849	89253034	89253261
2514	"ENSMUSG00000063077"	"Kif1b"	chr4	-	149257869	149258081	149257869	149258003	149261159	149261201
2515	"ENSMUSG00000063077"	"Kif1b"	chr4	-	149257869	149258081	149257869	149258003	149262135	149262278
2516	"ENSMUSG00000035900"	"Gramd4"	chr15	+	86129619	86129721	86129649	86129721	86128664	86128713
2517	"ENSMUSG00000035900"	"Gramd4"	chr15	+	86134785	86134949	86134880	86134949	86133674	86133759
2518	"ENSMUSG00000045962"	"Wnk1"	chr6	-	119944700	119944800	119944700	119944784	119946236	119946320
2519	"ENSMUSG00000073424"	"Cyp4f15"	chr17	+	32701882	32702037	32701903	32702037	32700204	32700334
2520	"ENSMUSG00000048330"	"Ric3"	chr7	-	109047950	109048096	109047950	109048093	109054364	109054458
2521	"ENSMUSG00000018398"	"Sept8"	chr11	+	53534948	53535135	53534954	53535135	53534432	53534628
2522	"ENSMUSG00000042249"	"Grk3"	chr5	-	112969167	112969308	112969167	112969269	112973506	112973580
2523	"ENSMUSG00000025466"	"Fuom"	chr7	-	140099469	140099706	140099469	140099622	140099878	140099952
2524	"ENSMUSG00000044433"	"Camsap3"	chr8	+	3602367	3602425	3602370	3602425	3602185	3602279
2525	"ENSMUSG00000044433"	"Camsap3"	chr8	+	3603605	3605076	3604853	3605076	3603431	3603501
2526	"ENSMUSG00000004642"	"Slbp"	chr5	-	33645499	33646069	33645499	33645637	33649742	33649847
2527	"ENSMUSG00000086155"	"9430041J12Rik"	chr7	-	4076214	4076344	4076214	4076284	4095457	4095586
2528	"ENSMUSG00000056069"	"Otulinl"	chr15	-	27658044	27658314	27658044	27658191	27659889	27660018
2529	"ENSMUSG00000028360"	"Slc44a5"	chr3	+	154267676	154271722	154269982	154271722	154265458	154265543
2530	"ENSMUSG00000028898"	"Trnau1ap"	chr4	-	132325207	132326045	132325207	132325260	132328468	132328566
2531	"ENSMUSG00000021136"	"Smoc1"	chr12	+	81150618	81150708	81150651	81150708	81137964	81138012
2532	"ENSMUSG00000030409"	"Dmpk"	chr7	+	19092417	19092632	19092542	19092632	19091938	19092036
2533	"ENSMUSG00000030409"	"Dmpk"	chr7	+	19092417	19092632	19092546	19092632	19091938	19092036
2534	"ENSMUSG00000030409"	"Dmpk"	chr7	+	19092542	19092632	19092546	19092632	19091938	19092036
2535	"ENSMUSG00000030409"	"Dmpk"	chr7	+	19092417	19092632	19092546	19092632	19091938	19092254
2536	"ENSMUSG00000030409"	"Dmpk"	chr7	+	19092417	19092632	19092542	19092632	19092207	19092254
2537	"ENSMUSG00000030409"	"Dmpk"	chr7	+	19092542	19092632	19092546	19092632	19092207	19092254
2538	"ENSMUSG00000020232"	"Hmg20b"	chr10	-	81347435	81347562	81347435	81347508	81347985	81348032
2539	"ENSMUSG00000027012"	"Dync1i2"	chr2	+	71227750	71227844	71227826	71227844	71219300	71219418
2540	"ENSMUSG00000027012"	"Dync1i2"	chr2	+	71262647	71263303	71262650	71263303	71260821	71260947
2541	"ENSMUSG00000034059"	"Ypel4"	chr2	+	84736638	84736965	84736729	84736965	84734057	84734293
2542	"ENSMUSG00000034059"	"Ypel4"	chr2	+	84737063	84737528	84737419	84737528	84736638	84736965
2543	"ENSMUSG00000024727"	"Trpm6"	chr19	+	18825750	18825879	18825790	18825879	18823332	18823479
2544	"ENSMUSG00000040688"	"Tbl3"	chr17	-	24701976	24702068	24701976	24702047	24702144	24702375
2545	"ENSMUSG00000024387"	"Csnk2b"	chr17	-	35117695	35117922	35117695	35117885	35117995	35118071
2546	"ENSMUSG00000030802"	"Bckdk"	chr7	+	127905748	127905796	127905775	127905796	127905369	127905480
2547	"ENSMUSG00000021149"	"Gtpbp4"	chr13	-	8987755	8987959	8987755	8987947	8989052	8989145
2548	"ENSMUSG00000007035"	"Msh5"	chr17	-	35030608	35030754	35030608	35030660	35031147	35031274
2549	"ENSMUSG00000007035"	"Msh5"	chr17	-	35030608	35030758	35030608	35030660	35031147	35031274
2550	"ENSMUSG00000007035"	"Msh5"	chr17	-	35030608	35030758	35030608	35030754	35031147	35031274
2551	"ENSMUSG00000007035"	"Msh5"	chr17	-	35031678	35031766	35031678	35031756	35032340	35032421
2552	"ENSMUSG00000007035"	"Msh5"	chr17	-	35031678	35031902	35031678	35031756	35032340	35032421
2553	"ENSMUSG00000007035"	"Msh5"	chr17	-	35031678	35031902	35031678	35031766	35032340	35032421
2554	"ENSMUSG00000007035"	"Msh5"	chr17	-	35039200	35039418	35039200	35039339	35041469	35041515
2555	"ENSMUSG00000027552"	"E2f5"	chr3	+	14600999	14601046	14601002	14601046	14588139	14588301
2556	"ENSMUSG00000073938"	"Olfr632"	chr7	+	103937361	103940579	103937939	103940579	103934346	103934410
2557	"ENSMUSG00000057691"	"Zfp746"	chr6	-	48062394	48064952	48062394	48064949	48066428	48066554
2558	"ENSMUSG00000075704"	"Txnrd2"	chr16	+	18477650	18477857	18477672	18477857	18475521	18475619
2559	"ENSMUSG00000037997"	"Parp11"	chr6	+	127470701	127470830	127470704	127470830	127468031	127468152
2560	"ENSMUSG00000027177"	"Hipk3"	chr2	-	104436996	104437120	104436996	104437069	104437850	104438007
2561	"ENSMUSG00000021097"	"Clmn"	chr12	-	104773772	104773898	104773772	104773843	104774488	104774549
2562	"ENSMUSG00000028671"	"Gale"	chr4	+	135966253	135966546	135966369	135966546	135966002	135966116
2563	"ENSMUSG00000046111"	"Cep295"	chr9	-	15317458	15317593	15317458	15317528	15317673	15317767
2564	"ENSMUSG00000033653"	"Vps8"	chr16	+	21456222	21456353	21456228	21456353	21448348	21448403
2565	"ENSMUSG00000033653"	"Vps8"	chr16	+	21560197	21560240	21560199	21560240	21559333	21559423
2566	"ENSMUSG00000032688"	"Malt1"	chr18	+	65448178	65448357	65448182	65448357	65447552	65447712
2567	"ENSMUSG00000025571"	"Tnrc6c"	chr11	+	117741644	117741818	117741668	117741818	117739866	117740009
2568	"ENSMUSG00000043015"	"Nemp2"	chr1	+	52643121	52643236	52643167	52643236	52642318	52642412
2569	"ENSMUSG00000022159"	"Rab2b"	chr14	-	52268917	52269000	52268917	52268956	52275442	52275510
2570	"ENSMUSG00000049047"	"Armcx3"	chrX	+	134757235	134757342	134757263	134757342	134756646	134756885
2571	"ENSMUSG00000034175"	"Rhbdd3"	chr11	+	5100384	5100587	5100396	5100587	5099747	5099898
2572	"ENSMUSG00000034175"	"Rhbdd3"	chr11	+	5105180	5105347	5105184	5105347	5104020	5104404
2573	"ENSMUSG00000059070"	"Rpl18"	chr7	+	45720293	45720487	45720437	45720487	45719919	45720018
2574	"ENSMUSG00000046711"	"Hmga1"	chr17	+	27560915	27561011	27560927	27561011	27559532	27559703
2575	"ENSMUSG00000046711"	"Hmga1"	chr17	+	27560915	27561011	27560931	27561011	27559532	27559703
2576	"ENSMUSG00000046711"	"Hmga1"	chr17	+	27560927	27561011	27560931	27561011	27559532	27559703
2577	"ENSMUSG00000046711"	"Hmga1"	chr17	+	27561460	27561511	27561464	27561511	27560927	27561011
2578	"ENSMUSG00000070327"	"Rnf213"	chr11	+	119418073	119418299	119418076	119418299	119416446	119416644
2579	"ENSMUSG00000006389"	"Mpl"	chr4	-	118455644	118455943	118455644	118455763	118456675	118456854
